Concentration A,Concentration B,Concentration C
0.139,0.176,0.685
0.183,0.199,0.618
0.13,0.152,0.718
0.17,0.183,0.647
0.206,0.17,0.624
0.026,0.11,0.864
0.079,0.187,0.734
0.084,0.026,0.89
0.106,0.104,0.79
0.039,0.188,0.773
0.203,0.089,0.708
0.073,0.155,0.772
0.11,0.147,0.743
0.187,0.049,0.764
0.06,0.134,0.806
0.168,0.192,0.64
0.167,0.1,0.733
0.038,0.047,0.915
0.036,0.215,0.749
0.016,0.049,0.935
0.177,0.212,0.611
0.208,0.186,0.606
0.061,0.069,0.87
0.113,0.084,0.803
0.033,0.192,0.775
0.021,0.058,0.921
0.199,0.021,0.78
0.198,0.083,0.719
0.113,0.132,0.755
0.099,0.136,0.765
0.089,0.033,0.878
0.161,0.024,0.815
0.123,0.133,0.744
0.074,0.214,0.712
0.181,0.028,0.791
0.143,0.145,0.712
0.086,0.03,0.884
0.184,0.113,0.703
0.082,0.028,0.89
0.012,0.067,0.921
0.198,0.046,0.756
0.03,0.131,0.839
0.024,0.059,0.917
0.177,0.095,0.728
0.026,0.1,0.874
0.035,0.084,0.881
0.039,0.148,0.813
0.198,0.092,0.71
0.09,0.088,0.822
0.162,0.1,0.738
0.133,0.206,0.661
0.146,0.103,0.751
0.13,0.074,0.796
0.016,0.074,0.91
0.17,0.192,0.638
0.168,0.144,0.688
0.138,0.18,0.682
0.219,0.028,0.753
0.072,0.058,0.87
0.121,0.198,0.681
0.186,0.156,0.658
0.066,0.161,0.773
0.157,0.084,0.759
0.162,0.112,0.726
0.03,0.127,0.843
0.084,0.03,0.886
0.05,0.203,0.747
0.072,0.104,0.824
0.068,0.106,0.826
0.167,0.034,0.799
0.181,0.053,0.766
0.204,0.127,0.669
0.176,0.214,0.61
0.098,0.121,0.781
0.191,0.142,0.667
0.043,0.115,0.842
0.065,0.092,0.843
0.21,0.049,0.741
0.022,0.184,0.794
0.095,0.019,0.886
0.127,0.083,0.79
0.111,0.06,0.829
0.215,0.206,0.579
0.048,0.127,0.825
0.014,0.092,0.894
0.129,0.046,0.825
0.16,0.15,0.69
0.195,0.024,0.781
0.202,0.054,0.744
0.122,0.126,0.752
0.171,0.083,0.746
0.012,0.068,0.92
0.023,0.113,0.864
0.156,0.219,0.625
0.141,0.103,0.756
0.126,0.069,0.805
0.022,0.049,0.929
0.105,0.107,0.788
0.134,0.112,0.754
0.078,0.036,0.886
0.195,0.186,0.619
0.067,0.211,0.722
0.108,0.175,0.717
0.045,0.092,0.863
0.033,0.15,0.817
0.124,0.062,0.814
0.175,0.092,0.733
0.054,0.207,0.739
0.037,0.122,0.841
0.042,0.061,0.897
0.094,0.207,0.699
0.101,0.121,0.778
0.196,0.072,0.732
0.049,0.184,0.767
0.023,0.113,0.864
0.114,0.062,0.824
0.04,0.198,0.762
0.176,0.016,0.808
0.068,0.032,0.9
0.06,0.055,0.885
0.117,0.17,0.713
0.066,0.043,0.891
0.204,0.195,0.601
0.135,0.126,0.739
0.18,0.129,0.691
0.168,0.099,0.733
0.203,0.032,0.765
0.027,0.18,0.793
0.195,0.205,0.6
0.084,0.016,0.9
0.206,0.17,0.624
0.018,0.189,0.793
0.118,0.202,0.68
0.183,0.024,0.793
0.187,0.101,0.712
0.096,0.039,0.865
0.029,0.142,0.829
0.056,0.097,0.847
0.196,0.202,0.602
0.114,0.06,0.826
0.199,0.03,0.771
0.059,0.094,0.847
0.104,0.012,0.884
0.016,0.201,0.783
0.066,0.067,0.867
0.099,0.191,0.71
0.203,0.099,0.698
0.086,0.121,0.793
0.174,0.138,0.688
0.066,0.063,0.871
0.126,0.062,0.812
0.111,0.173,0.716
0.107,0.205,0.688
0.136,0.205,0.659
0.066,0.149,0.785
0.096,0.049,0.855
0.041,0.206,0.753
0.085,0.043,0.872
0.117,0.106,0.777
0.157,0.111,0.732
0.213,0.152,0.635
0.05,0.188,0.762
0.026,0.167,0.807
0.069,0.117,0.814
0.208,0.19,0.602
0.173,0.168,0.659
0.093,0.097,0.81
0.199,0.05,0.751
0.036,0.157,0.807
0.029,0.075,0.896
0.149,0.161,0.69
0.203,0.203,0.594
0.201,0.122,0.677
0.059,0.098,0.843
0.068,0.105,0.827
0.055,0.03,0.915
0.193,0.064,0.743
0.149,0.144,0.707
0.078,0.123,0.799
0.142,0.115,0.743
0.163,0.099,0.738
0.119,0.116,0.765
0.116,0.019,0.865
0.194,0.145,0.661
0.055,0.141,0.804
0.056,0.072,0.872
0.182,0.181,0.637
0.061,0.059,0.88
0.204,0.217,0.579
0.086,0.157,0.757
0.055,0.036,0.909
0.172,0.131,0.697
0.044,0.041,0.915
0.021,0.017,0.962
0.167,0.069,0.764
0.05,0.209,0.741
0.202,0.206,0.592
0.196,0.015,0.789
0.062,0.116,0.822
0.066,0.195,0.739
0.04,0.124,0.836
0.149,0.024,0.827
0.195,0.194,0.611
0.105,0.085,0.81
0.091,0.206,0.703
0.144,0.054,0.802
0.067,0.201,0.732
0.164,0.142,0.694
0.097,0.17,0.733
0.204,0.092,0.704
0.186,0.137,0.677
0.191,0.181,0.628
0.208,0.178,0.614
0.042,0.114,0.844
0.018,0.035,0.947
0.085,0.101,0.814
0.209,0.204,0.587
0.173,0.121,0.706
0.13,0.105,0.765
0.046,0.07,0.884
0.08,0.151,0.769
0.075,0.14,0.785
0.118,0.216,0.666
0.076,0.066,0.858
0.031,0.062,0.907
0.107,0.062,0.831
0.182,0.03,0.788
0.104,0.03,0.866
0.193,0.172,0.635
0.19,0.156,0.654
0.152,0.209,0.639
0.047,0.149,0.804
0.113,0.155,0.732
0.11,0.093,0.797
0.078,0.217,0.705
0.199,0.072,0.729
0.159,0.099,0.742
0.133,0.13,0.737
0.203,0.165,0.632
0.067,0.059,0.874
0.06,0.173,0.767
0.024,0.122,0.854
0.093,0.15,0.757
0.171,0.169,0.66
0.081,0.07,0.849
0.084,0.076,0.84
0.103,0.166,0.731
0.21,0.072,0.718
0.094,0.1,0.806
0.105,0.153,0.742
0.193,0.055,0.752
0.061,0.112,0.827
0.029,0.112,0.859
0.202,0.181,0.617
0.183,0.126,0.691
0.129,0.215,0.656
0.169,0.059,0.772
0.068,0.203,0.729
0.172,0.098,0.73
0.185,0.059,0.756
0.181,0.185,0.634
0.024,0.168,0.808
0.049,0.213,0.738
0.125,0.148,0.727
0.12,0.058,0.822
0.16,0.197,0.643
0.044,0.112,0.844
0.059,0.042,0.899
0.043,0.179,0.778
0.177,0.021,0.802
0.097,0.182,0.721
0.111,0.193,0.696
0.193,0.207,0.6
0.055,0.092,0.853
0.178,0.112,0.71
0.198,0.121,0.681
0.054,0.145,0.801
0.172,0.097,0.731
0.186,0.119,0.695
0.034,0.029,0.937
0.154,0.107,0.739
0.111,0.076,0.813
0.143,0.022,0.835
0.053,0.182,0.765
0.106,0.011,0.883
0.109,0.171,0.72
0.19,0.044,0.766
0.156,0.104,0.74
0.031,0.104,0.865
0.16,0.188,0.652
0.038,0.147,0.815
0.219,0.142,0.639
0.191,0.142,0.667
0.102,0.096,0.802
0.107,0.132,0.761
0.165,0.194,0.641
0.062,0.108,0.83
0.102,0.067,0.831
0.088,0.184,0.728
0.019,0.207,0.774
0.213,0.129,0.658
0.085,0.052,0.863
0.206,0.16,0.634
0.061,0.194,0.745
0.059,0.097,0.844
0.202,0.084,0.714
0.173,0.145,0.682
0.169,0.068,0.763
0.08,0.044,0.876
0.195,0.097,0.708
0.204,0.177,0.619
0.143,0.049,0.808
0.045,0.062,0.893
0.16,0.14,0.7
0.081,0.04,0.879
0.077,0.093,0.83
0.012,0.169,0.819
0.179,0.194,0.627
0.125,0.059,0.816
0.155,0.05,0.795
0.06,0.022,0.918
0.165,0.052,0.783
0.077,0.187,0.736
0.027,0.123,0.85
0.12,0.128,0.752
0.182,0.206,0.612
0.03,0.165,0.805
0.121,0.19,0.689
0.099,0.182,0.719
0.149,0.21,0.641
0.141,0.161,0.698
0.204,0.116,0.68
0.05,0.097,0.853
0.164,0.124,0.712
0.121,0.196,0.683
0.03,0.164,0.806
0.134,0.034,0.832
0.109,0.16,0.731
0.072,0.187,0.741
0.13,0.139,0.731
0.103,0.042,0.855
0.164,0.218,0.618
0.181,0.129,0.69
0.096,0.094,0.81
0.116,0.187,0.697
0.139,0.014,0.847
0.036,0.194,0.77
0.21,0.19,0.6
0.066,0.151,0.783
0.124,0.086,0.79
0.096,0.17,0.734
0.111,0.133,0.756
0.159,0.079,0.762
0.037,0.162,0.801
0.16,0.169,0.671
0.064,0.031,0.905
0.112,0.197,0.691
0.173,0.163,0.664
0.201,0.172,0.627
0.13,0.174,0.696
0.138,0.046,0.816
0.122,0.217,0.661
0.051,0.027,0.922
0.153,0.174,0.673
0.04,0.167,0.793
0.109,0.166,0.725
0.191,0.132,0.677
0.075,0.21,0.715
0.205,0.16,0.635
0.076,0.199,0.725
0.065,0.168,0.767
0.031,0.141,0.828
0.176,0.201,0.623
0.108,0.082,0.81
0.099,0.054,0.847
0.086,0.137,0.777
0.043,0.206,0.751
0.15,0.205,0.645
0.179,0.156,0.665
0.213,0.164,0.623
0.18,0.186,0.634
0.2,0.052,0.748
0.148,0.043,0.809
0.081,0.194,0.725
0.108,0.163,0.729
0.196,0.033,0.771
0.172,0.199,0.629
0.03,0.086,0.884
0.066,0.057,0.877
0.032,0.148,0.82
0.162,0.066,0.772
0.165,0.04,0.795
0.072,0.185,0.743
0.116,0.177,0.707
0.052,0.112,0.836
0.02,0.15,0.83
0.095,0.184,0.721
0.152,0.159,0.689
0.075,0.196,0.729
0.15,0.16,0.69
0.113,0.15,0.737
0.157,0.116,0.727
0.176,0.048,0.776
0.138,0.085,0.777
0.151,0.194,0.655
0.218,0.049,0.733
0.191,0.217,0.592
0.093,0.025,0.882
0.028,0.048,0.924
0.117,0.17,0.713
0.177,0.104,0.719
0.203,0.139,0.658
0.143,0.079,0.778
0.11,0.203,0.687
0.098,0.058,0.844
0.147,0.029,0.824
0.028,0.158,0.814
0.073,0.04,0.887
0.11,0.173,0.717
0.158,0.204,0.638
0.06,0.035,0.905
0.092,0.129,0.779
0.026,0.193,0.781
0.191,0.051,0.758
0.128,0.145,0.727
0.069,0.165,0.766
0.137,0.065,0.798
0.186,0.103,0.711
0.097,0.114,0.789
0.08,0.131,0.789
0.106,0.189,0.705
0.068,0.167,0.765
0.098,0.133,0.769
0.134,0.092,0.774
0.012,0.22,0.768
0.196,0.04,0.764
0.084,0.186,0.73
0.117,0.136,0.747
0.183,0.19,0.627
0.166,0.186,0.648
0.067,0.156,0.777
0.21,0.048,0.742
0.099,0.138,0.763
0.085,0.063,0.852
0.166,0.196,0.638
0.144,0.178,0.678
0.045,0.075,0.88
0.029,0.085,0.886
0.097,0.177,0.726
0.141,0.082,0.777
0.186,0.159,0.655
0.037,0.153,0.81
0.141,0.097,0.762
0.207,0.041,0.752
0.079,0.027,0.894
0.091,0.097,0.812
0.116,0.121,0.763
0.181,0.173,0.646
0.117,0.084,0.799
0.059,0.148,0.793
0.057,0.097,0.846
0.061,0.07,0.869
0.111,0.037,0.852
0.143,0.199,0.658
0.14,0.216,0.644
0.116,0.178,0.706
0.103,0.025,0.872
0.086,0.052,0.862
0.178,0.074,0.748
0.106,0.033,0.861
0.098,0.12,0.782
0.098,0.203,0.699
0.097,0.175,0.728
0.024,0.06,0.916
0.17,0.194,0.636
0.18,0.196,0.624
0.202,0.064,0.734
0.077,0.097,0.826
0.166,0.157,0.677
0.191,0.045,0.764
0.033,0.106,0.861
0.188,0.182,0.63
0.166,0.184,0.65
0.194,0.199,0.607
0.198,0.191,0.611
0.199,0.186,0.615
0.096,0.065,0.839
0.187,0.09,0.723
0.155,0.03,0.815
0.186,0.111,0.703
0.081,0.165,0.754
0.198,0.208,0.594
0.164,0.063,0.773
0.12,0.02,0.86
0.197,0.039,0.764
0.207,0.131,0.662
0.145,0.202,0.653
0.192,0.095,0.713
0.184,0.195,0.621
0.101,0.186,0.713
0.139,0.046,0.815
0.187,0.037,0.776
0.062,0.135,0.803
0.075,0.134,0.791
0.119,0.048,0.833
0.145,0.196,0.659
0.179,0.133,0.688
0.08,0.134,0.786
0.183,0.212,0.605
0.075,0.048,0.877
0.131,0.079,0.79
0.058,0.11,0.832
0.202,0.087,0.711
0.138,0.163,0.699
0.109,0.196,0.695
0.061,0.123,0.816
0.028,0.187,0.785
0.12,0.088,0.792
0.072,0.073,0.855
0.054,0.078,0.868
0.106,0.204,0.69
0.041,0.088,0.871
0.183,0.09,0.727
0.021,0.075,0.904
0.196,0.1,0.704
0.193,0.195,0.612
0.129,0.208,0.663
0.183,0.025,0.792
0.128,0.074,0.798
0.138,0.08,0.782
0.037,0.148,0.815
0.091,0.044,0.865
0.022,0.148,0.83
0.162,0.147,0.691
0.121,0.011,0.868
0.035,0.143,0.822
0.022,0.103,0.875
0.038,0.041,0.921
0.154,0.118,0.728
0.143,0.041,0.816
0.205,0.072,0.723
0.118,0.018,0.864
0.125,0.159,0.716
0.162,0.165,0.673
0.136,0.121,0.743
0.076,0.134,0.79
0.101,0.215,0.684
0.185,0.204,0.611
0.137,0.063,0.8
0.124,0.209,0.667
0.07,0.035,0.895
0.179,0.191,0.63
0.148,0.142,0.71
0.193,0.071,0.736
0.03,0.059,0.911
0.038,0.055,0.907
0.059,0.03,0.911
0.069,0.045,0.886
0.038,0.108,0.854
0.184,0.07,0.746
0.125,0.177,0.698
0.097,0.066,0.837
0.057,0.109,0.834
0.129,0.113,0.758
0.203,0.106,0.691
0.035,0.025,0.94
0.21,0.089,0.701
0.104,0.162,0.734
0.071,0.098,0.831
0.051,0.021,0.928
0.162,0.074,0.764
0.064,0.101,0.835
0.051,0.164,0.785
0.162,0.155,0.683
0.053,0.134,0.813
0.031,0.055,0.914
0.067,0.085,0.848
0.021,0.049,0.93
0.174,0.04,0.786
0.178,0.126,0.696
0.034,0.053,0.913
0.091,0.111,0.798
0.192,0.197,0.611
0.204,0.064,0.732
0.18,0.064,0.756
0.142,0.057,0.801
0.151,0.113,0.736
0.138,0.179,0.683
0.212,0.12,0.668
0.015,0.136,0.849
0.138,0.099,0.763
0.17,0.091,0.739
0.072,0.044,0.884
0.163,0.157,0.68
0.22,0.131,0.649
0.113,0.037,0.85
0.095,0.114,0.791
0.104,0.013,0.883
0.137,0.099,0.764
0.044,0.067,0.889
0.028,0.168,0.804
0.071,0.083,0.846
0.199,0.087,0.714
0.128,0.057,0.815
0.216,0.107,0.677
0.096,0.042,0.862
0.028,0.038,0.934
0.017,0.052,0.931
0.085,0.069,0.846
0.119,0.165,0.716
0.08,0.036,0.884
0.044,0.036,0.92
0.132,0.18,0.688
0.084,0.177,0.739
0.06,0.189,0.751
0.064,0.145,0.791
0.138,0.163,0.699
0.103,0.022,0.875
0.178,0.085,0.737
0.092,0.073,0.835
0.033,0.217,0.75
0.15,0.078,0.772
0.047,0.133,0.82
0.041,0.064,0.895
0.046,0.087,0.867
0.067,0.181,0.752
0.082,0.021,0.897
0.138,0.15,0.712
0.161,0.014,0.825
0.028,0.046,0.926
0.117,0.041,0.842
0.013,0.024,0.963
0.153,0.046,0.801
0.087,0.2,0.713
0.092,0.034,0.874
0.015,0.196,0.789
0.162,0.157,0.681
0.063,0.027,0.91
0.193,0.098,0.709
0.081,0.14,0.779
0.19,0.12,0.69
0.067,0.186,0.747
0.173,0.029,0.798
0.02,0.121,0.859
0.013,0.16,0.827
0.084,0.047,0.869
0.06,0.081,0.859
0.191,0.207,0.602
0.214,0.186,0.6
0.065,0.095,0.84
0.038,0.092,0.87
0.186,0.127,0.687
0.058,0.057,0.885
0.041,0.172,0.787
0.155,0.144,0.701
0.092,0.12,0.788
0.136,0.111,0.753
0.11,0.074,0.816
0.203,0.139,0.658
0.064,0.144,0.792
0.06,0.114,0.826
0.088,0.097,0.815
0.094,0.149,0.757
0.165,0.062,0.773
0.141,0.173,0.686
0.022,0.044,0.934
0.188,0.063,0.749
0.197,0.162,0.641
0.186,0.075,0.739
0.155,0.106,0.739
0.026,0.201,0.773
0.052,0.057,0.891
0.128,0.074,0.798
0.114,0.147,0.739
0.071,0.172,0.757
0.061,0.183,0.756
0.019,0.051,0.93
0.095,0.178,0.727
0.093,0.153,0.754
0.103,0.14,0.757
0.113,0.143,0.744
0.03,0.212,0.758
0.152,0.182,0.666
0.021,0.16,0.819
0.073,0.119,0.808
0.152,0.21,0.638
0.02,0.216,0.764
0.055,0.022,0.923
0.046,0.13,0.824
0.088,0.196,0.716
0.07,0.093,0.837
0.12,0.033,0.847
0.096,0.067,0.837
0.174,0.11,0.716
0.045,0.21,0.745
0.202,0.086,0.712
0.085,0.058,0.857
0.143,0.199,0.658
0.205,0.158,0.637
0.055,0.182,0.763
0.03,0.179,0.791
0.155,0.146,0.699
0.037,0.205,0.758
0.156,0.161,0.683
0.083,0.198,0.719
0.145,0.07,0.785
0.062,0.168,0.77
0.056,0.076,0.868
0.038,0.201,0.761
0.145,0.097,0.758
0.189,0.125,0.686
0.127,0.205,0.668
0.034,0.123,0.843
0.175,0.132,0.693
0.029,0.065,0.906
0.094,0.066,0.84
0.114,0.082,0.804
0.075,0.051,0.874
0.151,0.066,0.783
0.059,0.1,0.841
0.149,0.072,0.779
0.192,0.026,0.782
0.105,0.167,0.728
0.197,0.072,0.731
0.145,0.186,0.669
0.022,0.021,0.957
0.219,0.044,0.737
0.152,0.044,0.804
0.091,0.043,0.866
0.073,0.19,0.737
0.039,0.082,0.879
0.017,0.015,0.968
0.042,0.106,0.852
0.183,0.029,0.788
0.155,0.109,0.736
0.132,0.062,0.806
0.146,0.213,0.641
0.209,0.1,0.691
0.044,0.024,0.932
0.158,0.046,0.796
0.063,0.159,0.778
0.189,0.145,0.666
0.111,0.187,0.702
0.101,0.039,0.86
0.123,0.13,0.747
0.155,0.096,0.749
0.118,0.014,0.868
0.089,0.165,0.746
0.136,0.121,0.743
0.037,0.205,0.758
0.179,0.06,0.761
0.217,0.101,0.682
0.101,0.182,0.717
0.189,0.089,0.722
0.042,0.113,0.845
0.034,0.145,0.821
0.139,0.193,0.668
0.026,0.156,0.818
0.212,0.055,0.733
0.109,0.102,0.789
0.099,0.113,0.788
0.172,0.114,0.714
0.148,0.163,0.689
0.205,0.116,0.679
0.088,0.116,0.796
0.063,0.199,0.738
0.046,0.143,0.811
0.047,0.097,0.856
0.208,0.078,0.714
0.046,0.152,0.802
0.208,0.207,0.585
0.106,0.127,0.767
0.019,0.065,0.916
0.129,0.045,0.826
0.035,0.026,0.939
0.025,0.069,0.906
0.088,0.024,0.888
0.123,0.033,0.844
0.104,0.095,0.801
0.177,0.078,0.745
0.151,0.058,0.791
0.09,0.207,0.703
0.073,0.028,0.899
0.041,0.095,0.864
0.139,0.037,0.824
0.09,0.186,0.724
0.22,0.1,0.68
0.038,0.185,0.777
0.188,0.033,0.779
0.148,0.183,0.669
0.2,0.098,0.702
0.029,0.016,0.955
0.183,0.158,0.659
0.02,0.155,0.825
0.103,0.202,0.695
0.183,0.051,0.766
0.158,0.098,0.744
0.04,0.212,0.748
0.071,0.117,0.812
0.041,0.081,0.878
0.05,0.04,0.91
0.081,0.188,0.731
0.195,0.071,0.734
0.08,0.15,0.77
0.199,0.195,0.606
0.022,0.181,0.797
0.105,0.107,0.788
0.114,0.21,0.676
0.026,0.093,0.881
0.098,0.066,0.836
0.106,0.082,0.812
0.041,0.123,0.836
0.096,0.204,0.7
0.026,0.092,0.882
0.139,0.213,0.648
0.163,0.114,0.723
0.056,0.124,0.82
0.126,0.189,0.685
0.193,0.055,0.752
0.176,0.12,0.704
0.183,0.162,0.655
0.172,0.1,0.728
0.187,0.127,0.686
0.112,0.133,0.755
0.038,0.121,0.841
0.146,0.16,0.694
0.041,0.173,0.786
0.011,0.198,0.791
0.213,0.127,0.66
0.187,0.215,0.598
0.028,0.218,0.754
0.141,0.017,0.842
0.056,0.054,0.89
0.182,0.151,0.667
0.035,0.176,0.789
0.045,0.206,0.749
0.111,0.12,0.769
0.087,0.085,0.828
0.117,0.05,0.833
0.071,0.204,0.725
0.188,0.175,0.637
0.073,0.168,0.759
0.183,0.03,0.787
0.166,0.125,0.709
0.087,0.193,0.72
0.107,0.199,0.694
0.133,0.164,0.703
0.125,0.203,0.672
0.135,0.119,0.746
0.101,0.176,0.723
0.179,0.149,0.672
0.118,0.184,0.698
0.185,0.142,0.673
0.137,0.212,0.651
0.202,0.152,0.646
0.012,0.064,0.924
0.09,0.127,0.783
0.082,0.062,0.856
0.128,0.038,0.834
0.081,0.044,0.875
0.18,0.187,0.633
0.187,0.047,0.766
0.076,0.136,0.788
0.099,0.179,0.722
0.173,0.084,0.743
0.068,0.208,0.724
0.205,0.048,0.747
0.146,0.182,0.672
0.184,0.129,0.687
0.164,0.171,0.665
0.038,0.156,0.806
0.036,0.155,0.809
0.117,0.105,0.778
0.174,0.107,0.719
0.017,0.074,0.909
0.05,0.119,0.831
0.151,0.187,0.662
0.058,0.026,0.916
0.123,0.04,0.837
0.125,0.197,0.678
0.129,0.155,0.716
0.142,0.164,0.694
0.052,0.153,0.795
0.219,0.03,0.751
0.031,0.201,0.768
0.094,0.107,0.799
0.064,0.207,0.729
0.207,0.095,0.698
0.169,0.123,0.708
0.044,0.216,0.74
0.156,0.122,0.722
0.08,0.022,0.898
0.103,0.182,0.715
0.028,0.108,0.864
0.191,0.181,0.628
0.144,0.181,0.675
0.033,0.078,0.889
0.07,0.191,0.739
0.209,0.072,0.719
0.132,0.03,0.838
0.123,0.21,0.667
0.216,0.166,0.618
0.162,0.136,0.702
0.081,0.055,0.864
0.128,0.067,0.805
0.209,0.034,0.757
0.152,0.103,0.745
0.052,0.086,0.862
0.105,0.107,0.788
0.218,0.159,0.623
0.212,0.165,0.623
0.07,0.105,0.825
0.156,0.112,0.732
0.059,0.195,0.746
0.092,0.089,0.819
0.053,0.214,0.733
0.152,0.125,0.723
0.143,0.087,0.77
0.148,0.139,0.713
0.128,0.143,0.729
0.169,0.2,0.631
0.102,0.194,0.704
0.044,0.18,0.776
0.072,0.213,0.715
0.191,0.155,0.654
0.037,0.157,0.806
0.163,0.114,0.723
0.105,0.132,0.763
0.199,0.136,0.665
0.034,0.1,0.866
0.149,0.21,0.641
0.104,0.152,0.744
0.042,0.092,0.866
0.061,0.208,0.731
0.155,0.108,0.737
0.214,0.099,0.687
0.078,0.048,0.874
0.041,0.111,0.848
0.145,0.127,0.728
0.073,0.062,0.865
0.067,0.183,0.75
0.015,0.103,0.882
0.171,0.078,0.751
0.104,0.165,0.731
0.116,0.184,0.7
0.123,0.121,0.756
0.062,0.044,0.894
0.188,0.197,0.615
0.193,0.093,0.714
0.099,0.132,0.769
0.191,0.2,0.609
0.194,0.167,0.639
0.06,0.205,0.735
0.092,0.204,0.704
0.162,0.076,0.762
0.17,0.167,0.663
0.127,0.147,0.726
0.058,0.214,0.728
0.216,0.028,0.756
0.093,0.139,0.768
0.105,0.141,0.754
0.04,0.113,0.847
0.07,0.034,0.896
0.111,0.135,0.754
0.048,0.205,0.747
0.081,0.026,0.893
0.031,0.183,0.786
0.216,0.076,0.708
0.128,0.176,0.696
0.218,0.199,0.583
0.151,0.203,0.646
0.042,0.104,0.854
0.068,0.18,0.752
0.135,0.11,0.755
0.028,0.187,0.785
0.15,0.101,0.749
0.148,0.12,0.732
0.106,0.031,0.863
0.117,0.036,0.847
0.071,0.086,0.843
0.033,0.053,0.914
0.156,0.196,0.648
0.034,0.1,0.866
0.199,0.211,0.59
0.027,0.027,0.946
0.2,0.09,0.71
0.1,0.128,0.772
0.015,0.179,0.806
0.148,0.091,0.761
0.057,0.037,0.906
0.046,0.085,0.869
0.021,0.169,0.81
0.059,0.056,0.885
0.198,0.037,0.765
0.126,0.196,0.678
0.047,0.045,0.908
0.203,0.123,0.674
0.033,0.074,0.893
0.187,0.102,0.711
0.112,0.095,0.793
0.018,0.093,0.889
0.195,0.015,0.79
0.129,0.186,0.685
0.133,0.069,0.798
0.1,0.197,0.703
0.066,0.106,0.828
0.115,0.041,0.844
0.126,0.025,0.849
0.199,0.121,0.68
0.023,0.204,0.773
0.156,0.052,0.792
0.195,0.172,0.633
0.071,0.075,0.854
0.051,0.041,0.908
0.092,0.052,0.856
0.049,0.052,0.899
0.1,0.203,0.697
0.056,0.18,0.764
0.063,0.111,0.826
0.203,0.127,0.67
0.084,0.05,0.866
0.203,0.043,0.754
0.187,0.104,0.709
0.079,0.195,0.726
0.037,0.161,0.802
0.183,0.058,0.759
0.069,0.06,0.871
0.18,0.053,0.767
0.055,0.135,0.81
0.057,0.094,0.849
0.176,0.059,0.765
0.144,0.04,0.816
0.105,0.161,0.734
0.178,0.128,0.694
0.016,0.112,0.872
0.066,0.21,0.724
0.025,0.141,0.834
0.129,0.17,0.701
0.068,0.049,0.883
0.075,0.211,0.714
0.108,0.065,0.827
0.109,0.074,0.817
0.02,0.111,0.869
0.015,0.057,0.928
0.06,0.104,0.836
0.209,0.155,0.636
0.096,0.167,0.737
0.191,0.138,0.671
0.021,0.113,0.866
0.1,0.161,0.739
0.163,0.163,0.674
0.14,0.164,0.696
0.144,0.068,0.788
0.148,0.033,0.819
0.101,0.038,0.861
0.052,0.013,0.935
0.209,0.154,0.637
0.072,0.186,0.742
0.074,0.138,0.788
0.016,0.097,0.887
0.15,0.168,0.682
0.084,0.122,0.794
0.17,0.204,0.626
0.076,0.159,0.765
0.071,0.029,0.9
0.149,0.141,0.71
0.096,0.119,0.785
0.042,0.137,0.821
0.175,0.197,0.628
0.146,0.169,0.685
0.085,0.091,0.824
0.188,0.061,0.751
0.148,0.09,0.762
0.121,0.183,0.696
0.179,0.196,0.625
0.099,0.191,0.71
0.061,0.124,0.815
0.107,0.143,0.75
0.04,0.021,0.939
0.145,0.082,0.773
0.21,0.068,0.722
0.043,0.151,0.806
0.021,0.145,0.834
0.169,0.016,0.815
0.087,0.103,0.81
0.048,0.073,0.879
0.18,0.072,0.748
0.142,0.115,0.743
0.181,0.056,0.763
0.082,0.126,0.792
0.185,0.158,0.657
0.122,0.126,0.752
0.151,0.027,0.822
0.033,0.026,0.941
0.064,0.185,0.751
0.117,0.17,0.713
0.016,0.163,0.821
0.053,0.072,0.875
0.077,0.132,0.791
0.159,0.132,0.709
0.195,0.145,0.66
0.193,0.044,0.763
0.15,0.083,0.767
0.121,0.09,0.789
0.112,0.116,0.772
0.08,0.06,0.86
0.184,0.048,0.768
0.17,0.097,0.733
0.142,0.033,0.825
0.128,0.104,0.768
0.02,0.092,0.888
0.102,0.058,0.84
0.17,0.026,0.804
0.191,0.17,0.639
0.184,0.147,0.669
0.097,0.109,0.794
0.044,0.096,0.86
0.198,0.03,0.772
0.065,0.016,0.919
0.186,0.126,0.688
0.189,0.145,0.666
0.209,0.138,0.653
0.201,0.072,0.727
0.036,0.088,0.876
0.039,0.205,0.756
0.148,0.17,0.682
0.058,0.199,0.743
0.029,0.138,0.833
0.151,0.103,0.746
0.141,0.128,0.731
0.202,0.085,0.713
0.178,0.115,0.707
0.209,0.172,0.619
0.162,0.045,0.793
0.054,0.038,0.908
0.027,0.202,0.771
0.186,0.129,0.685
0.097,0.027,0.876
0.073,0.043,0.884
0.061,0.192,0.747
0.156,0.082,0.762
0.083,0.192,0.725
0.194,0.083,0.723
0.155,0.102,0.743
0.103,0.172,0.725
0.06,0.092,0.848
0.136,0.198,0.666
0.183,0.162,0.655
0.048,0.022,0.93
0.142,0.19,0.668
0.079,0.101,0.82
0.089,0.044,0.867
0.026,0.176,0.798
0.095,0.096,0.809
0.022,0.132,0.846
0.177,0.014,0.809
0.111,0.151,0.738
0.136,0.188,0.676
0.153,0.092,0.755
0.164,0.184,0.652
0.166,0.145,0.689
0.152,0.126,0.722
0.032,0.146,0.822
0.056,0.146,0.798
0.079,0.078,0.843
